CustomerID,ChurnProbability,MonthlyCharges,CustomerValue,EstimatedLoss,Priority
0151-ONTOV,0.5583878965498008,70.9,850.8000000000001,475.07642238457055,Medium
4846-WHAFZ,0.5175073558698716,76.5,918.0,475.0717526885422,Medium
8695-ARGXZ,0.5239915619923746,75.55,906.5999999999999,475.05075010228677,Medium
8384-FZBJK,0.3934967047386173,100.6,1207.1999999999998,475.02922196045876,Medium
5572-ZDXHY,0.4695813037911775,84.3,1011.5999999999999,475.02844691515514,Medium
0397-GZBBC,0.421765269109443,93.85,1126.1999999999998,474.99204607105463,Medium
2911-WDXMV,0.4913476168770173,80.55,966.5999999999999,474.93660647332484,Medium
8990-ZXLSU,0.5728948370825868,69.05,828.5999999999999,474.7006620066314,Medium
0519-XUZJU,0.5589676944712596,70.75,849.0,474.5635726060994,Medium
1095-JUDTC,0.41599690202955514,95.05,1140.6,474.48606645491054,Medium
0817-HSUSE,0.5235726090710039,75.5,906.0,474.3567838183295,Medium
8519-QJGJD,0.5246114005350333,75.35,904.1999999999999,474.3536283637771,Medium
2432-TFSMK,0.4409883713590882,89.6,1075.1999999999998,474.15069688529155,Medium
9540-JYROE,0.5636472492280604,70.1,841.1999999999999,474.1400660506444,Medium
6729-GDNGC,0.48959252256377844,80.7,968.4000000000001,474.1213988507631,Medium
2573-GYRUU,0.43391241309723666,91.05,1092.6,474.0927025500407,Medium
5453-AXEPF,0.49073973843292784,80.5,966.0,474.0545873262083,Medium
6458-CYIDZ,0.4895229697155325,80.7,968.4000000000001,474.05404387252173,Medium
3002-WQZWT,0.5322978197445617,74.2,890.4000000000001,473.95797870055776,Medium
3884-HCSWG,0.564233815978054,70.0,840.0,473.95640542156536,Medium
0947-MUGVO,0.5362267103628919,73.65,883.8000000000001,473.9171666187239,Medium
1062-LHZOD,0.5648970995733414,69.9,838.8000000000001,473.8356871221188,Medium
3398-ZOUAA,0.5713124397303617,69.1,829.1999999999999,473.7322750244159,Medium
2027-CWDNU,0.46108941715874974,85.6,1027.1999999999998,473.6310493054676,Medium
2811-POVEX,0.44613604522084316,88.45,1061.4,473.52879839740297,Medium
9777-WJJPR,0.4450179943008983,88.65,1063.8000000000002,473.41014233729567,Medium
8584-KMVXD,0.521770941271614,75.6,907.1999999999999,473.35059792160826,Medium
6259-WJQLC,0.48634721324293856,81.1,973.1999999999999,473.31310792802776,Medium
5605-IYGFG,0.5645773434804591,69.85,838.1999999999999,473.22872930532077,Medium
2468-SJFLM,0.5307099739183141,74.3,891.5999999999999,473.1810127455688,Medium
1685-BQULA,0.421953704976593,93.4,1120.8000000000002,472.92571253776555,Medium
0320-JDNQG,0.39456204940811246,99.85,1198.1999999999998,472.7642476008003,Medium
0727-BMPLR,0.39377601923298483,100.0,1200.0,472.5312230795818,Medium
1769-GRUIK,0.553541820705448,71.1,853.1999999999999,472.2818814258882,Medium
8019-ENHXU,0.39559159801460186,99.45,1193.4,472.0990130706259,Medium
8631-WUXGY,0.39418674645712865,99.8,1197.6,472.07804755705723,Medium
8782-LKFPK,0.435152502673838,90.4,1084.8000000000002,472.05343490057953,Medium
2067-QYTCF,0.3536224792520643,111.15,1333.8000000000002,471.6616628264034,Medium
2696-NARTR,0.5320134103060142,73.85,886.1999999999999,471.47028421318976,Medium
4741-WWJQZ,0.4901274494884774,80.15,961.8000000000001,471.4045809180176,Medium
7460-ITWWP,0.4562302421740172,86.1,1033.1999999999998,471.3770862141945,Medium
3161-GETRM,0.4359321542020122,90.05,1080.6,471.0682858306943,Medium
2208-UGTGR,0.3980443098080389,98.6,1183.1999999999998,470.96602736487154,Medium
1346-UFHAX,0.49021300987573263,80.0,960.0,470.6044894807033,Medium
4110-PFEUZ,0.5636001611961954,69.55,834.5999999999999,470.3806945343446,Medium
8058-DMYRU,0.4347161987938616,90.05,1080.6,469.7543244166468,Medium
2971-SGAFL,0.4969598382608624,78.75,945.0,469.62704715651495,Medium
8486-AYEQH,0.5142297560880289,76.05,912.5999999999999,469.28607540593515,Medium
5940-AHUHD,0.5533122549946411,70.6,847.1999999999999,468.7661424314599,Medium
1323-OOEPC,0.39690070322669924,98.4,1180.8000000000002,468.6603503700865,Medium
0666-UXTJO,0.4582313378562057,85.2,1022.4000000000001,468.49571982418473,Medium
2920-RNCEZ,0.5579608702220379,69.95,839.4000000000001,468.35235446437866,Medium
2085-BOJKI,0.4037174908678646,96.65,1159.8000000000002,468.2315459085495,Medium
4919-MOAVT,0.5600557902133819,69.65,835.8000000000001,468.09462946034466,Medium
9283-LZQOH,0.5232547604545634,74.4,892.8000000000001,467.16185013383426,Medium
6591-QGOYB,0.36495555650070116,106.65,1279.8000000000002,467.0701212095974,Medium
7567-ECMCM,0.4874446502275275,79.85,958.1999999999999,467.06946384801677,Medium
8630-FJLIB,0.5566731964440962,69.8,837.5999999999999,466.2694693415749,Medium
7272-QDCKA,0.38762580347219555,100.2,1202.4,466.081266094968,Medium
0363-QJVFX,0.3589039676458436,108.15,1297.8000000000002,465.78556921077586,Medium
6233-HXJMX,0.4345920861622353,89.3,1071.6,465.7088795314513,Medium
1855-AGAWH,0.41326885562417065,93.8,1125.6,465.17542389056644,Medium
2105-PHWON,0.40772332120907945,95.0,1140.0,464.8045861783506,Medium
2302-ANTDP,0.3297491683643379,117.45,1409.4,464.74847789269785,Medium
5673-FSSMF,0.6438724230118975,60.15,721.8,464.7471149299876,Medium
5884-GCYMI,0.5579571476337162,69.4,832.8000000000001,464.66671254935886,Medium
0577-WHMEV,0.42683055514776574,90.7,1088.4,464.5623762228283,Medium
7129-CAKJW,0.4834423033658973,80.05,960.5999999999999,464.39467661328086,Medium
5044-LRQAQ,0.5585781749235166,69.2,830.4000000000001,463.8433164564882,Medium
3877-JRJIP,0.6456804057444073,59.85,718.2,463.7276674056334,Medium
3162-KKZXO,0.3858531512338459,100.15,1201.8000000000002,463.71831715283605,Medium
4829-AUOAX,0.4021547179026725,96.05,1152.6,463.5235278546203,Medium
4523-WXCEF,0.38169166540037436,101.1,1213.1999999999998,463.0683284637341,Medium
9643-AVVWI,0.48202119653052516,80.0,960.0,462.7403486693042,Medium
9412-GHEEC,0.36778153515952366,104.8,1257.6,462.5220586166169,Medium
3703-VAVCL,0.4281461874860608,90.0,1080.0,462.3978824849457,Medium
4811-JBUVU,0.42858869591655674,89.9,1078.8000000000002,462.36148515478146,Medium
8468-EHYJA,0.38662301289547024,99.65,1195.8000000000002,462.3237988204034,Medium
9574-RKJIF,0.4077842251539979,94.4,1132.8000000000002,461.93797025444894,Medium
4176-FXYBO,0.3513506270682964,109.55,1314.6,461.8855343439824,Medium
2360-RDGRO,0.3691274898001953,104.25,1251.0,461.7784897400443,Medium
5502-RLUYV,0.37006123229868504,103.95,1247.4,461.6143811693797,Medium
7130-YXBRO,0.3451141549264795,111.45,1337.4,461.5556707986737,Medium
3737-XBQDD,0.452906595454679,84.85,1018.1999999999999,461.1494954919541,Medium
2615-YVMYX,0.35721858083905367,107.5,1290.0,460.8119692823792,Medium
3717-OEAUQ,0.543096439827868,70.7,848.4000000000001,460.7630195499633,Medium
5649-VUKMC,0.40169133967423776,95.5,1146.0,460.3382752666765,Medium
8642-GVWRF,0.4812626664619472,79.7,956.4000000000001,460.2796142042064,Medium
0829-XXPLX,0.4287202588267951,89.4,1072.8000000000002,459.93109366938586,Medium
6331-LWDTQ,0.5309598360350196,72.15,865.8000000000001,459.70502603912,Medium
0481-SUMCB,0.37476337531291076,102.15,1225.8000000000002,459.3849454585661,Medium
3466-RITXD,0.4140156291400394,92.4,1108.8000000000002,459.06052959047577,Medium
4329-YPDDQ,0.35354951038270305,108.2,1298.4,459.0486842809017,Medium
8819-IMISP,0.47506518020764704,80.45,965.4000000000001,458.6279249724625,Medium
5816-QVHRX,0.38033653706962495,100.3,1203.6,457.77305601700056,Medium
0256-LTHVJ,0.47015395717096686,81.05,972.5999999999999,457.2717387444823,Medium
1319-YLZJG,0.4503622226016599,84.6,1015.1999999999999,457.20772838520514,Medium
2189-WWOEW,0.44344309535171933,85.9,1030.8000000000002,457.1011426885524,Medium
2501-XWWTZ,0.5419111575513014,70.2,842.4000000000001,456.50595912121634,Medium
0411-EZJZE,0.631263268741797,60.25,723.0,456.4033433003192,Medium
8020-BWHYL,0.5046960295427722,75.3,903.5999999999999,456.0433322948489,Medium
4501-EQDRN,0.545191276837285,69.7,836.4000000000001,455.9979839467052,Medium
7576-JMYWV,0.3447531944553405,110.2,1322.4,455.90162434774226,Medium
5028-GZLDO,0.5371809258425435,70.7,848.4000000000001,455.74429748481396,Medium
8160-HOWOX,0.5680101487676205,66.85,802.1999999999999,455.6577413413851,Medium
7064-FRRSW,0.38330635599301266,99.0,1188.0,455.367950919699,Medium
9732-EQMWY,0.3817554396135107,99.4,1192.8000000000002,455.3578883709956,Medium
0133-BMFZO,0.4398697142155034,86.25,1035.0,455.26515421304606,Medium
0089-IIQKO,0.3794190662303189,99.95,1199.4,455.07522803664455,Medium
5998-VVEJY,0.47102517383508435,80.5,966.0,455.0103179246915,Medium
8992-JQYUN,0.7526780120487012,50.35,604.2,454.7680548798253,Medium
0927-LCSMG,0.506984314867208,74.65,895.8000000000001,454.15654925804495,Medium
7924-GJZFI,0.5456111891253583,69.3,831.5999999999999,453.73026487664794,Medium
3571-RFHAR,0.3463585045655079,109.15,1309.8000000000002,453.6603692799023,Medium
6034-YMTOB,0.4990638852037869,75.65,907.8000000000001,453.05019498799777,Medium
5118-MUEYH,0.3590738418661362,105.1,1261.1999999999998,452.86392936157097,Medium
6557-BZXLQ,0.5416782869468763,69.65,835.8000000000001,452.7347122301992,Medium
8543-MSDMF,0.48720363691256846,77.4,928.8000000000001,452.51473796439365,Medium
5108-ADXWO,0.5129976632443157,73.5,882.0,452.4639389814865,Medium
7975-TZMLR,0.3655757209896842,103.1,1237.1999999999998,452.29028200843726,Medium
8120-JDCAM,0.539885282965665,69.55,834.5999999999999,450.5882571631439,Medium
4512-ZUIYL,0.5360621070680861,70.0,840.0,450.29216993719234,Medium
9714-EDSUC,0.3953469578353191,94.9,1138.8000000000002,450.22111558286144,Medium
6166-ILMNY,0.5363997117123702,69.75,837.0,448.9665587032539,Medium
8640-SDGKB,0.5020069166558581,74.4,892.8000000000001,448.1917751903501,Medium
2040-VZIKE,0.37013349325142786,100.85,1210.1999999999998,447.9355535328779,Medium
1258-YMZNM,0.33770959536775613,110.5,1326.0,447.8029234576446,Medium
1481-ZUWZA,0.39437178797012973,94.5,1134.0,447.2176075581271,Medium
8802-UNOJF,0.44470498771452943,83.8,1005.5999999999999,447.1953356457308,Medium
5035-BVCXS,0.49097228514043867,75.9,910.8000000000001,447.1775573059116,Medium
6906-ANDWJ,0.4974941694880498,74.9,898.8000000000001,447.1477595358592,Medium
3976-BWUCK,0.3959319510353261,94.1,1129.1999999999998,447.08635910909015,Medium
4503-BDXBD,0.49641519057640854,74.95,899.4000000000001,446.4758224044219,Medium
7547-EKNFS,0.39048830346980706,95.25,1143.0,446.32813086598946,Medium
0265-PSUAE,0.3693049492512723,100.7,1208.4,446.26810067523746,Medium
5712-AHQNN,0.4052698552039038,91.65,1099.8000000000002,445.71578675325344,Medium
2506-CLAKW,0.37832171483904603,98.15,1177.8000000000002,445.58731573742847,Medium
3714-NTNFO,0.4389043404790231,84.5,1014.0,445.0490012457294,Medium
3838-OZURD,0.3528229850900587,105.0,1260.0,444.556961213474,Medium
0310-MVLET,0.37352035713974446,99.15,1189.8000000000002,444.41452092486804,Medium
8348-HFYIV,0.7517743523552908,49.25,591.0,444.29864224197684,Medium
7855-DIWPO,0.5391300066755996,68.65,823.8000000000001,444.135299499359,Medium
1399-UBQIU,0.5335923060699378,69.35,832.1999999999999,444.0555171114022,Medium
5175-WLYXL,0.4693000946435467,78.85,946.1999999999999,444.05174955172384,Medium
0701-RFGFI,0.38769169813495763,95.4,1144.8000000000002,443.82945602489957,Medium
1216-BGTSP,0.3409463985219755,108.45,1301.4,443.70764303649895,Medium
8155-IBNHG,0.4902224345870831,75.4,904.8000000000001,443.5532588143928,Medium
7126-RBHSD,0.46831274278118834,78.9,946.8000000000001,443.39850486522914,Medium
4566-GOLUK,0.3441328234088421,107.35,1288.1999999999998,443.31190311527035,Medium
4828-FAZPK,0.4619955848080642,79.95,959.4000000000001,443.2385640648568,Medium
7978-DKUQH,0.4951102237241003,74.6,895.1999999999999,443.2226722778145,Medium
9445-SZLCH,0.3792455167879586,97.35,1168.1999999999998,443.03461271169317,Medium
3804-RVTGV,0.3555066404466012,103.85,1246.1999999999998,443.0323753245543,Medium
2037-XJFUP,0.3850825241616146,95.8,1149.6,442.6908697761921,Medium
2373-NTKOD,0.5566694231421063,66.25,795.0,442.5521913979745,Medium
6362-QHAFM,0.3404604859898174,108.3,1299.6,442.46244759236663,Medium
3755-JBMNH,0.5134540972536915,71.8,861.5999999999999,442.39205019378056,Medium
1587-FKLZB,0.3703606839021202,99.5,1194.0,442.2106565791315,Medium
4480-MBMLB,0.35151486028743467,104.8,1257.6,442.0650882974778,Medium
8329-UTMVM,0.3519026221275818,104.65,1255.8000000000002,441.91931286781727,Medium
3657-COGMW,0.34060188995925844,108.1,1297.1999999999998,441.82877165515,Medium
7562-UXTPG,0.5238180020231025,70.15,841.8000000000001,440.9499941030477,Medium
2983-ZANRP,0.49943423809846493,73.55,882.5999999999999,440.8006585457051,Medium
3349-ANQNH,0.3689689729945011,99.5,1194.0,440.5489537554343,Medium
5813-UECBU,0.43783436629734535,83.85,1006.1999999999999,440.54893936838886,Medium
0537-QYZZN,0.45915591205261835,79.85,958.1999999999999,439.9631949288189,Medium
5628-RKIFK,0.3598561516337264,101.55,1218.6,438.520706380859,Medium
9518-XXBXE,0.4844858754953651,75.3,903.5999999999999,437.78143709761184,Medium
7682-AZNDK,0.4059490442754402,89.85,1078.1999999999998,437.69425953777954,Medium
3130-ICDUP,0.45190634066600344,80.55,966.5999999999999,436.8126688877589,Medium
9365-SRSZE,0.5156525312300109,70.55,846.5999999999999,436.5514329393271,Medium
3452-ABWRL,0.4226102939610903,86.05,1032.6,436.3873895442218,Medium
2041-JIJCI,0.5675623789518871,64.0,768.0,435.8879070350493,Medium
9233-PSYHO,0.36229374623436855,100.15,1201.8000000000002,435.4046242244642,Medium
3094-JOJAI,0.4878643568284832,74.15,889.8000000000001,434.1017047059844,Medium
1421-HCERK,0.34222704837610346,105.7,1268.4,434.08078816024965,Medium
0118-JPNOY,0.4210045752301086,85.8,1029.6,433.46631065691975,Medium
5389-FFVKB,0.4496824062103483,80.3,963.5999999999999,433.31396662429154,Medium
3866-MDTUB,0.5103236183122022,70.75,849.0,433.26475194705966,Medium
4704-ERYFC,0.5213100463686036,69.25,831.0,433.20864853230955,Medium
4526-ZJJTM,0.4082066425975492,88.4,1060.8000000000002,433.02560646748026,Medium
5394-SVGJV,0.3647893900494089,98.8,1185.6,432.49430084257915,Medium
7410-OIEDU,0.45130248493031255,79.85,958.1999999999999,432.43804106022543,Medium
7503-QQRVF,0.4845644618857652,74.3,891.5999999999999,432.0376742173482,Medium
5022-JNQEQ,0.4743015572167086,75.85,910.1999999999999,431.7092773786481,Medium
9398-MMQTO,0.4831338613139862,74.45,893.4000000000001,431.63179169791533,Medium
9620-ENEJV,0.5090829239905661,70.55,846.5999999999999,430.9896034504132,Medium
6745-JEFZB,0.39231292660518524,91.5,1098.0,430.7595934124934,Medium
4657-FWVFY,0.37254887414516136,96.35,1156.1999999999998,430.7410082866355,Medium
1548-FEHVL,0.33763089923413175,106.2,1274.4,430.27681798397754,Medium
6845-RGTYS,0.362300906799461,98.75,1185.0,429.32657455736125,Medium
9940-HPQPG,0.3896288469966423,91.75,1101.0,428.9813605433032,Medium
9137-UIYPG,0.3343198308357483,106.9,1282.8000000000002,428.865478996098,Medium
9821-POOTN,0.4747895880584228,75.2,902.4000000000001,428.45012426392077,Medium
0422-UXFAP,0.361083572896563,98.85,1186.1999999999998,428.31733416990295,Medium
3329-WDIOK,0.7051468952241665,50.6,607.2,428.16519478011395,Medium
1728-CXQBE,0.37854491186530637,94.25,1131.0,428.1342953196615,Medium
7641-EUYET,0.3541932075690401,100.7,1208.4,428.0070720264281,Medium
7537-CBQUZ,0.32563194775206666,109.4,1312.8000000000002,427.48962100891316,Medium
3677-TNKIO,0.5012498420907753,71.0,852.0,427.06486546134056,Medium
4760-THGOT,0.37776293075808326,94.1,1129.1999999999998,426.56990141202755,Medium
1552-AAGRX,0.3339197970510742,106.4,1276.8000000000002,426.3487968748116,Medium
2359-KLTEK,0.37417928978380804,94.9,1138.8000000000002,426.11537520580066,Medium
0867-MKZVY,0.43024947785087725,82.4,988.8000000000001,425.43068369894746,Medium
6847-KJLTS,0.3531071945515393,100.4,1204.8000000000002,425.42354799569466,Medium
9052-VKDUW,0.32392808420420344,109.4,1312.8000000000002,425.25278894327835,Medium
9158-VCTQB,0.3119502012369471,113.6,1363.1999999999998,425.25051432620626,Medium
4361-BKAXE,0.3093037523066581,114.5,1374.0,424.9833556693482,Medium
8404-GFGCZ,0.5398394395950387,65.6,787.1999999999999,424.9616068492144,Medium
2951-QOQTK,0.4370752087864495,80.8,969.5999999999999,423.7881224393414,Medium
1427-VERSM,0.3577572067294377,98.7,1184.4,423.7276356503461,Medium
9048-JVYVF,0.5086080564033122,69.35,832.1999999999999,423.2636245388364,Medium
5213-TWWJU,0.3869691044941421,91.0,1092.0,422.5702621076032,Medium
2604-IJPDU,0.3645691011600086,96.55,1158.6,422.38976060398596,Medium
0691-IFBQW,0.31993047315075407,110.0,1320.0,422.3082245589954,Medium
6946-LMSQS,0.3950842540434877,89.05,1068.6,422.1870338708709,Medium
0637-UBJRP,0.41854489119841026,84.05,1008.5999999999999,422.14437726271655,Medium
4465-VDKIQ,0.4520505898654416,77.8,933.5999999999999,422.03443069837624,Medium
5651-YLPRD,0.4079054657970879,86.1,1033.1999999999998,421.4479272615512,Medium
9469-WEJBT,0.3875948262944231,90.35,1084.1999999999998,420.23031066841344,Medium
6204-IEUXJ,0.43681542918306254,80.1,961.1999999999999,419.86699053075967,Medium
5122-CYFXA,0.4643844212641388,75.3,903.5999999999999,419.61776305427577,Medium
9239-ZBZZV,0.728978358860878,47.95,575.4000000000001,419.45414768854926,Medium
6652-YFFJO,0.53833559524231,64.9,778.8000000000001,419.2557615747111,Medium
2883-ILGWO,0.3330407217922766,104.9,1258.8000000000002,419.23166059211786,Medium
7277-OZCGZ,0.39222702212862065,89.05,1068.6,419.133795846644,Medium
6260-ONULR,0.5561619201245113,62.8,753.5999999999999,419.12362300583163,Medium
2144-BFDSO,0.32090931520944216,108.75,1305.0,418.786656348322,Medium
0407-BDJKB,0.36435126161440656,95.75,1149.0,418.63959959495315,Medium
6711-VTNRE,0.39830855592260345,87.55,1050.6,418.46296885228713,Medium
9822-WMWVG,0.32741777758248847,106.5,1278.0,418.43991975042024,Medium
4391-LNRXK,0.36715113773723684,94.95,1139.4,418.3320063378077,Medium
4993-JCRGJ,0.4133009449417452,84.3,1011.5999999999999,418.0952359030694,Medium
0730-KOAVE,0.3693136662747511,94.3,1131.6,417.9153447565083,Medium
0348-SDKOL,0.34103037328101826,102.1,1225.1999999999998,417.8304133439035,Medium
7529-ZDFXI,0.38746833479526804,89.85,1078.1999999999998,417.7683585762579,Medium
3943-KDREE,0.46446897028096995,74.95,899.4000000000001,417.74339187070444,Medium
2476-YGEFM,0.457649021078873,76.0,912.0,417.3759072239322,Medium
6390-DSAZX,0.47218565698121606,73.6,883.1999999999999,417.03437224581,Medium
1785-BPHTP,0.40655875302156647,85.45,1025.4,416.8853453483143,Medium
3799-ISUZQ,0.49593165555670854,69.95,839.4000000000001,416.2850316743012,Medium
0578-SKVMF,0.41580745452490436,83.3,999.5999999999999,415.6411315430944,Medium
2519-LBNQL,0.3308430238541341,104.35,1252.1999999999998,414.2816344701467,Medium
7251-LJBQN,0.332731140410395,103.75,1245.0,414.25026981094175,Medium
7993-PYKOF,0.46001005946177387,75.0,900.0,414.00905351559646,Medium
6692-YQHXC,0.49283752218944205,69.95,839.4000000000001,413.6878161258177,Medium
9824-BEMCV,0.49928796544586174,69.0,828.0,413.41043538917353,Medium
2122-YWVYA,0.4563002936828332,75.4,904.8000000000001,412.8605057242275,Medium
5419-KLXBN,0.3853809866209604,89.15,1069.8000000000002,412.28057948710347,Medium
7318-EIVKO,0.5797544990359581,59.25,711.0,412.20544881456624,Medium
4398-HSCJH,0.5391317947666486,63.6,763.2,411.46538576590626,Medium
4607-CHPCA,0.37883931029731754,90.4,1084.8000000000002,410.9648838105301,Medium
7351-KYHQH,0.5272540332622505,64.95,779.4000000000001,410.9417935245981,Medium
9552-TGUZV,0.45638986839619133,75.0,900.0,410.7508815565722,Medium
1228-ZLNBX,0.45426990512864485,75.3,903.5999999999999,410.47828627424343,Medium
3987-KQDDU,0.4511885636044384,75.6,907.1999999999999,409.31826490194646,Medium
1597-FZREH,0.4462869385809953,76.4,916.8000000000001,409.1558652910565,Medium
2737-WFVYW,0.7534827281971127,45.25,543.0,409.1411214110322,Medium
5895-QSXOD,0.48558721311997227,70.05,840.5999999999999,408.1846113486487,Medium
2074-GUHPQ,0.36693386220683977,92.7,1112.4,408.1772283188886,Medium
4989-LIXVT,0.35445226058327517,95.9,1150.8000000000002,407.9036614792331,Medium
2139-FQHLM,0.3777237320318292,89.95,1079.4,407.7149963551565,Medium
2195-ZRVAX,0.3982468109855971,85.3,1023.5999999999999,407.6454357248572,Medium
5977-CKHON,0.3669584331583025,92.55,1110.6,407.54403586561074,Medium
3627-FHKBK,0.4508992770625311,75.3,903.5999999999999,407.43258675370305,Medium
5671-UUNXD,0.3371546340691845,100.65,1207.8000000000002,407.2153670287611,Medium
2869-ADAWR,0.37958595811359735,89.3,1071.6,406.7643127145309,Medium
7240-ETPTR,0.6948092018979055,48.75,585.0,406.4633831102747,Medium
5600-KTXFM,0.4839641116293953,69.95,839.4000000000001,406.23947530171444,Medium
4660-IRIBM,0.38482520044088725,87.9,1054.8000000000002,405.91362142504795,Medium
6173-GOLSU,0.3566990577419616,94.65,1135.8000000000002,405.13878978332,Medium
5886-VLQVU,0.375710125309943,89.85,1078.1999999999998,405.0906571091805,Medium
2403-BCASL,0.3014666477711683,111.95,1343.4,404.9902946157875,Medium
2207-QPJED,0.3749815997556052,90.0,1080.0,404.9801277360536,Medium
9029-FEGVJ,0.4253031740940905,79.3,951.5999999999999,404.7185004679365,Medium
6961-VCPMC,0.41930985370491275,80.4,964.8000000000001,404.55014685449987,Medium
2235-DWLJU,0.7588081689216649,44.4,532.8,404.29299240146304,Medium
9470-XCCEM,0.37575624364845694,89.65,1075.8000000000002,404.2385669170101,Medium
8993-IZEUX,0.48695485713034853,69.15,829.8000000000001,404.0751404467632,Medium
2921-XWDJH,0.40341534000593776,83.45,1001.4000000000001,403.9801214819461,Medium
6664-FPDAC,0.30065132241004194,111.95,1343.4,403.8949865256504,Medium
2636-OHFMN,0.6927017286033191,48.55,582.5999999999999,403.56802708429365,Medium
7030-NJVDP,0.3764813157583377,89.25,1071.0,403.2114891771797,Medium
1084-UQCHV,0.4811759082998175,69.75,837.0,402.74423524694726,Medium
3969-GYXEL,0.43928098732606885,76.4,916.8000000000001,402.73280918053996,Medium
9369-XFEHK,0.416389774669018,80.6,967.1999999999999,402.7321900598742,Medium
4636-JGAAI,0.37698652188254755,88.85,1066.1999999999998,401.9430296311721,Medium
1636-NTNCO,0.6573655934307695,50.95,611.4000000000001,401.9133238235725,Medium
7718-RXDGG,0.48822968128222566,68.6,823.1999999999999,401.91067363152814,Medium
9921-EZKBY,0.3513893338410859,95.3,1143.6,401.84884218066577,Medium
6017-PPLPX,0.4750710778850672,70.45,845.4000000000001,401.62508924403585,Medium
1656-DRSMG,0.3046001838138689,109.85,1318.1999999999998,401.5239623034419,Medium
9272-LSVYH,0.4767938686849415,70.15,841.8000000000001,401.3650786589838,Medium
2683-BPJSO,0.39604963122867737,84.45,1013.4000000000001,401.3566962871417,Medium
5035-PGZXH,0.31271916744504963,106.8,1281.6,400.7808849975756,Medium
7967-HYCDE,0.4713531425877948,70.7,848.4000000000001,399.89600617148517,Medium
4116-TZAQJ,0.44877956511793776,74.25,891.0,399.86259252008256,Medium
2632-UCGVD,0.3330054897663748,100.05,1200.6,399.80639101350954,Medium
2969-QWUBZ,0.6477682851395502,51.4,616.8,399.5434782740745,Medium
9800-ONTFE,0.43871626638221395,75.8,909.5999999999999,399.05631590126177,Medium
3898-GUYTS,0.3417962842141695,97.05,1164.6,398.0559525958218,Medium
4821-SJHJV,0.3697867024466186,89.6,1075.1999999999998,397.59466247060425,Medium
9919-YLNNG,0.3190123217791872,103.8,1245.6,397.36174800815553,Medium
6646-JPPHA,0.4194059928763645,78.85,946.1999999999999,396.84195045961604,Medium
0943-ZQPXH,0.3551239403630024,92.95,1115.4,396.1052430808929,Medium
2523-EWWZL,0.43300169457749255,76.1,913.1999999999999,395.41714748816617,Medium
7067-KSAZT,0.310051569417158,106.25,1275.0,395.31575100687644,Medium
2674-MLXMN,0.3305657269975065,99.65,1195.8000000000002,395.2904963436184,Medium
1644-IRKSF,0.35112671007308494,93.8,1125.6,395.22822485826435,Medium
3569-EDBPQ,0.3902839406084915,84.35,1012.1999999999999,395.045404683915,Medium
7517-SAWMO,0.449656091842532,73.2,878.4000000000001,394.9779110744802,Medium
2133-TSRRM,0.31231412170910017,105.35,1264.1999999999998,394.82751266464436,Medium
6416-YJTTB,0.41379267452940366,79.5,954.0,394.7582115010511,Medium
4983-CLMLV,0.319632904140768,102.7,1232.4,393.9155910630825,Medium
1670-SVOWZ,0.36606490728597196,89.65,1075.8000000000002,393.8126272582487,Medium
6078-VESFR,0.4651636507874049,70.45,845.4000000000001,393.2493503756721,Medium
2495-INZWQ,0.7340142371771513,44.55,534.5999999999999,392.404011194905,Medium
2640-PMGFL,0.41097340660241793,79.5,954.0,392.0686298987067,Medium
1866-OBPNR,0.4370303273484923,74.6,895.1999999999999,391.22954904237025,Medium
8008-HAWED,0.6418113098463498,50.75,609.0,390.86308769642704,Medium
7296-PIXQY,0.46385722172041305,70.2,842.4000000000001,390.753323577276,Medium
2386-OWURY,0.3416460157987685,95.3,1143.6,390.70638366747164,Medium
1304-BCCFO,0.4646142463168122,70.05,840.5999999999999,390.5547354539123,Medium
2960-NKRSO,0.3785633289783594,85.95,1031.4,390.45021750827993,Medium
8152-UOBNY,0.30451994141312294,106.8,1281.6,390.2727569150583,Medium
3481-JHUZH,0.40504663710320593,80.25,963.0,390.0599115303873,Medium
5419-JKZNQ,0.41711614551271725,77.9,934.8000000000001,389.9201728252881,Medium
9356-AXGMP,0.2932123888747824,110.7,1328.4,389.50333738126096,Medium
8677-HDZEE,0.3077283542749306,105.45,1265.4,389.39945949949725,Medium
2378-HTWFW,0.3565232449798288,91.0,1092.0,389.323383517973,Medium
3211-ILJTT,0.46037945870463787,70.4,844.8000000000001,388.9285667136781,Medium
8564-LDKFL,0.3056629478124387,106.0,1272.0,388.803269617422,Medium
6022-UGGSO,0.4353304776301684,74.4,892.8000000000001,388.6630504282144,Medium
4948-WBBKL,0.43230391239269406,74.9,898.8000000000001,388.55475645855347,Medium
2070-FNEXE,0.423081735885937,76.45,917.4000000000001,388.13518450175866,Medium
4010-YLMVT,0.30331559278485787,106.6,1279.1999999999998,388.0013062903901,Medium
8552-OBVRU,0.3092734686142545,104.5,1254.0,387.8289296422751,Medium
6825-UYPFK,0.42739511100935496,75.6,907.1999999999999,387.7328447076868,Medium
6080-TCMYC,0.39753765721545203,81.2,974.4000000000001,387.36069319073647,Medium
7789-HKSBS,0.30682102428742536,105.2,1262.4,387.3308610604458,Medium
6807-SIWJI,0.30768249944423254,104.85,1258.1999999999998,387.1261208007333,Medium
